DATE,ACTUAL,PREDICT,UPPER,LOWER,ERROR,STD,NERROR,_LEVEL_,_TREND_,_SFACTOR
"Friday, January 1, 1982",106.0000,112.4366,168.1626,56.7105,-6.4366,28.4322,-0.2264,139.1288,-0.008508,0.7938
"Friday, January 8, 1982",132.0000,126.9476,182.6737,71.2216,5.0524,28.4322,0.1777,140.1250,-0.007504,0.9172
"Friday, January 15, 1982",119.0000,131.3070,187.0330,75.5809,-12.3070,28.4322,-0.4329,137.7344,-0.009887,0.9256
"Friday, January 22, 1982",147.0000,144.8036,200.5297,89.0775,2.1964,28.4322,0.0773,138.1036,-0.009508,1.0535
"Friday, January 29, 1982",160.0000,153.7905,209.5165,98.0644,6.2095,28.4322,0.2184,139.1059,-0.008496,1.1194
"Friday, February 5, 1982",168.0000,165.0044,220.7305,109.2784,2.9956,28.4322,0.1054,139.5557,-0.008038,1.1890
"Friday, February 12, 1982",166.0000,153.7516,209.4777,98.0256,12.2484,28.4322,0.4308,141.5649,-0.006020,1.1130
"Friday, February 19, 1982",160.0000,159.7097,215.4358,103.9837,0.2903,28.4322,0.0102,141.6056,-0.005974,1.1285
"Friday, February 26, 1982",172.0000,168.2223,223.9484,112.4962,3.7777,28.4322,0.1329,142.1766,-0.005397,1.1914
"Friday, March 5, 1982",190.0000,161.8143,217.5403,106.0882,28.1857,28.4322,0.9913,146.6651,-0.000903,1.1630
"Friday, March 12, 1982",167.0000,164.9054,220.6315,109.1794,2.0946,28.4322,0.0737,147.0022,-0.000565,1.1262
"Friday, March 19, 1982",175.0000,172.2481,227.9742,116.5220,2.7519,28.4322,0.0968,147.4278,-0.000139,1.1742
"Friday, March 26, 1982",197.0000,161.3405,217.0666,105.6145,35.6595,28.4322,1.2542,153.3406,0.005774,1.1244
"Friday, April 2, 1982",108.0000,138.3805,194.1066,82.6544,-30.3805,28.4322,-1.0685,147.2372,-0.000335,0.8757
"Friday, April 9, 1982",160.0000,170.3452,226.0712,114.6191,-10.3452,28.4322,-0.3639,145.6142,-0.001958,1.1478
"Friday, April 16, 1982",148.0000,153.7499,209.4759,98.0238,-5.7499,28.4322,-0.2022,144.6241,-0.002946,1.0507
"Friday, April 23, 1982",202.0000,167.8050,223.5311,112.0789,34.1950,28.4322,1.2027,149.9690,0.002402,1.1898
"Friday, April 30, 1982",176.0000,167.0320,222.7581,111.3060,8.9680,28.4322,0.3154,151.4325,0.003863,1.1214
"Friday, May 7, 1982",195.0000,183.9255,239.6516,128.1994,11.0745,28.4322,0.3895,153.0910,0.005518,1.2239
"Friday, May 14, 1982",155.0000,169.6349,225.3609,113.9088,-14.6349,28.4322,-0.5147,150.6998,0.003121,1.0955
"Friday, May 21, 1982",210.0000,171.3156,227.0417,115.5896,38.6844,28.4322,1.3606,156.8781,0.009296,1.1686
"Friday, May 28, 1982",149.0000,177.8655,233.5916,122.1395,-28.8655,28.4322,-1.0152,152.2671,0.004676,1.1092
"Friday, June 4, 1982",192.0000,173.8783,229.6044,118.1523,18.1217,28.4322,0.6374,155.1516,0.007556,1.1570
"Friday, June 11, 1982",187.0000,178.8631,234.5891,123.1370,8.1369,28.4322,0.2862,156.4400,0.008837,1.1595
"Friday, June 18, 1982",136.0000,154.2778,210.0038,98.5517,-18.2778,28.4322,-0.6429,153.0854,0.005473,0.9707
"Friday, June 25, 1982",148.0000,149.1323,204.8584,93.4063,-1.1323,28.4322,-0.0398,152.8800,0.005262,0.9732
"Friday, July 2, 1982",151.0000,158.0755,213.8016,102.3494,-7.0755,28.4322,-0.2489,151.6434,0.004021,1.0279
"Friday, July 9, 1982",152.0000,159.8882,215.6142,104.1621,-7.8882,28.4322,-0.2774,150.2898,0.002663,1.0476
"Friday, July 16, 1982",125.0000,132.3378,188.0638,76.6117,-7.3378,28.4322,-0.2581,148.7803,0.001151,0.8742
"Friday, July 23, 1982",151.0000,135.4725,191.1985,79.7464,15.5275,28.4322,0.5461,151.8759,0.004245,0.9238
"Friday, July 30, 1982",111.0000,116.6730,172.3990,60.9469,-5.6730,28.4322,-0.1995,150.5401,0.002905,0.7633
"Friday, August 6, 1982",124.0000,124.7143,180.4403,68.9882,-0.7143,28.4322,-0.0251,150.3866,0.002749,0.8278
"Friday, August 13, 1982",136.0000,124.5054,180.2314,68.7793,11.4946,28.4322,0.4043,152.9088,0.005268,0.8376
"Friday, August 20, 1982",99.0000,114.6282,170.3543,58.9021,-15.6282,28.4322,-0.5497,149.1309,0.001485,0.7361
"Friday, August 27, 1982",143.0000,128.2960,184.0221,72.5700,14.7040,28.4322,0.5172,152.2340,0.004587,0.8728
"Friday, September 3, 1982",146.0000,136.7393,192.4654,81.0133,9.2607,28.4322,0.3257,154.1095,0.006458,0.9060
"Friday, September 10, 1982",118.0000,133.0545,188.7806,77.3284,-15.0545,28.4322,-0.5295,150.9517,0.003293,0.8505
"Friday, September 17, 1982",129.0000,137.9784,193.7044,82.2523,-8.9784,28.4322,-0.3158,149.1725,0.001511,0.9063
"Friday, September 24, 1982",170.0000,150.7427,206.4688,95.0167,19.2573,28.4322,0.6773,152.6322,0.004969,1.0268
"Friday, October 1, 1982",118.0000,128.8748,184.6009,73.1487,-10.8748,28.4322,-0.3825,150.2999,0.002632,0.8350
"Friday, October 8, 1982",152.0000,146.7527,202.4788,91.0267,5.2473,28.4322,0.1846,151.2777,0.003607,0.9809
"Friday, October 15, 1982",156.0000,153.9036,209.6297,98.1776,2.0964,28.4322,0.0737,151.6553,0.003981,1.0191
"Friday, October 22, 1982",167.0000,158.2873,214.0134,102.5612,8.7127,28.4322,0.3064,153.1741,0.005496,1.0511
"Friday, October 29, 1982",165.0000,156.3290,212.0550,100.6029,8.6710,28.4322,0.3050,154.7214,0.007038,1.0278
"Friday, November 5, 1982",195.0000,173.4256,229.1517,117.6996,21.5744,28.4322,0.7588,158.2213,0.0105,1.1385
"Friday, November 12, 1982",145.0000,150.4073,206.1334,94.6813,-5.4073,28.4322,-0.1902,157.1996,0.009498,0.9461
"Friday, November 19, 1982",160.0000,160.5055,216.2315,104.7794,-0.5055,28.4322,-0.0178,157.1192,0.009408,1.0206
"Friday, November 26, 1982",159.0000,147.3340,203.0601,91.6080,11.6660,28.4322,0.4103,159.3863,0.0117,0.9471
"Friday, December 3, 1982",166.0000,162.8138,218.5398,107.0877,3.1862,28.4322,0.1121,159.9640,0.0122,1.0240
"Friday, December 10, 1982",161.0000,148.5140,204.2401,92.7879,12.4860,28.4322,0.4392,162.4169,0.0147,0.9383
"Friday, December 17, 1982",133.0000,115.1050,170.8310,59.3789,17.8950,28.4322,0.6294,167.0140,0.0193,0.7225
"Friday, December 24, 1982",104.0000,104.3512,160.0773,48.6251,-0.3512,28.4322,-0.0124,166.9313,0.0192,0.6245
"Friday, December 31, 1982",113.0000,132.5212,188.2472,76.7951,-19.5212,28.4322,-0.6866,162.4877,0.0147,0.7783
"Friday, January 7, 1983",145.0000,149.0407,204.7668,93.3147,-4.0407,28.4322,-0.1421,161.7029,0.0139,0.9139
"Friday, January 14, 1983",177.0000,149.6814,205.4075,93.9553,27.3186,28.4322,0.9608,167.0728,0.0192,0.9467
"Friday, January 21, 1983",191.0000,176.0238,231.7499,120.2978,14.9762,28.4322,0.5267,169.6717,0.0218,1.0649
"Friday, January 28, 1983",227.0000,189.9602,245.6863,134.2341,37.0398,28.4322,1.3027,175.6978,0.0278,1.1467
"Friday, February 4, 1983",189.0000,208.9420,264.6681,153.2159,-19.9420,28.4322,-0.7014,172.6822,0.0248,1.1741
"Friday, February 11, 1983",159.0000,192.2165,247.9426,136.4905,-33.2165,28.4322,-1.1683,167.2912,0.0194,1.0873
"Friday, February 18, 1983",242.0000,188.8076,244.5336,133.0815,53.1924,28.4322,1.8709,175.8641,0.0279,1.1676
"Friday, February 25, 1983",224.0000,209.5659,265.2919,153.8398,14.4341,28.4322,0.5077,178.0904,0.0301,1.2019
"Friday, March 4, 1983",202.0000,207.1525,262.8786,151.4264,-5.1525,28.4322,-0.1812,177.3166,0.0293,1.1592
"Friday, March 11, 1983",231.0000,199.7296,255.4557,144.0035,31.2704,28.4322,1.0998,182.3844,0.0344,1.1484
"Friday, March 18, 1983",234.0000,214.1877,269.9138,158.4617,19.8123,28.4322,0.6968,185.4807,0.0374,1.1880
"Friday, March 25, 1983",115.0000,208.5989,264.3249,152.8728,-93.5989,28.4322,-3.2920,170.4126,0.0223,1.0535
"Friday, April 1, 1983",162.0000,149.2583,204.9844,93.5323,12.7417,28.4322,0.4481,173.0751,0.0250,0.8853
"Friday, April 8, 1983",191.0000,198.6789,254.4050,142.9529,-7.6789,28.4322,-0.2701,171.8860,0.0237,1.1420
"Friday, April 15, 1983",215.0000,180.6341,236.3602,124.9081,34.3659,28.4322,1.2087,177.8447,0.0297,1.0757
"Friday, April 22, 1983",178.0000,211.6284,267.3545,155.9024,-33.6284,28.4322,-1.1828,172.7454,0.0245,1.1646
"Friday, April 29, 1983",186.0000,193.7459,249.4719,138.0198,-7.7459,28.4322,-0.2724,171.5165,0.0233,1.1156
"Friday, May 6, 1983",170.0000,209.9449,265.6710,154.2189,-39.9449,28.4322,-1.4049,165.6172,0.0174,1.1927
"Friday, May 13, 1983",177.0000,181.4494,237.1755,125.7233,-4.4494,28.4322,-0.1565,164.8976,0.0166,1.0920
"Friday, May 20, 1983",136.0000,192.7241,248.4501,136.9980,-56.7241,28.4322,-1.9951,156.1061,0.007826,1.1217
"Friday, May 27, 1983",245.0000,173.1656,228.8917,117.4395,71.8344,28.4322,2.5265,167.8657,0.0196,1.1645
"Friday, June 3, 1983",180.0000,194.2405,249.9665,138.5144,-14.2405,28.4322,-0.5009,165.6518,0.0173,1.1459
"Friday, June 10, 1983",185.0000,192.0919,247.8179,136.3658,-7.0919,28.4322,-0.2494,164.5592,0.0162,1.1539
"Friday, June 17, 1983",164.0000,159.7532,215.4793,104.0271,4.2468,28.4322,0.1494,165.3694,0.0170,0.9740
"Friday, June 24, 1983",139.0000,160.9517,216.6777,105.2256,-21.9517,28.4322,-0.7721,161.2932,0.0129,0.9556
"Friday, July 1, 1983",160.0000,165.8100,221.5361,110.0840,-5.8100,28.4322,-0.2043,160.2805,0.0119,1.0232
"Friday, July 8, 1983",165.0000,167.9160,223.6421,112.1900,-2.9160,28.4322,-0.1026,159.7873,0.0114,1.0452
"Friday, July 15, 1983",118.0000,139.6902,195.4162,83.9641,-21.6902,28.4322,-0.7629,155.2961,0.006901,0.8561
"Friday, July 22, 1983",154.0000,143.4618,199.1879,87.7358,10.5382,28.4322,0.3706,157.3731,0.008971,0.9324
"Friday, July 29, 1983",120.0000,120.1333,175.8594,64.4073,-0.1333,28.4322,-0.004690,157.3504,0.008940,0.7632
"Friday, August 5, 1983",157.0000,130.2646,185.9906,74.5385,26.7354,28.4322,0.9403,163.2200,0.0148,0.8490
"Friday, August 12, 1983",105.0000,136.7252,192.4512,80.9991,-31.7252,28.4322,-1.1158,156.3616,0.007927,0.8114
"Friday, August 19, 1983",133.0000,115.1016,170.8277,59.3755,17.8984,28.4322,0.6295,160.7819,0.0123,0.7505
"Friday, August 26, 1983",140.0000,140.3348,196.0609,84.6088,-0.3348,28.4322,-0.0118,160.7246,0.0123,0.8725
"Friday, September 2, 1983",166.0000,145.6202,201.3463,89.8942,20.3798,28.4322,0.7168,164.8190,0.0164,0.9219
"Friday, September 9, 1983",151.0000,140.1853,195.9114,84.4592,10.8147,28.4322,0.3804,167.1429,0.0187,0.8588
"Friday, September 16, 1983",127.0000,151.4920,207.2181,95.7660,-24.4920,28.4322,-0.8614,162.2574,0.0138,0.8868
"Friday, September 23, 1983",175.0000,166.6225,222.3485,110.8964,8.3775,28.4322,0.2947,163.7517,0.0152,1.0334
"Friday, September 30, 1983",137.0000,136.7412,192.4673,81.0152,0.2588,28.4322,0.009101,163.8232,0.0153,0.8352
"Friday, October 7, 1983",162.0000,160.7031,216.4292,104.9771,1.2969,28.4322,0.0456,164.0784,0.0155,0.9819
"Friday, October 14, 1983",157.0000,167.2313,222.9574,111.5053,-10.2313,28.4322,-0.3599,162.2721,0.0137,1.0110
"Friday, October 21, 1983",184.0000,170.5708,226.2969,114.8447,13.4292,28.4322,0.4723,164.6044,0.0160,1.0616
"Friday, October 28, 1983",199.0000,169.1968,224.9229,113.4708,29.8032,28.4322,1.0482,169.8823,0.0213,1.0505
"Friday, November 4, 1983",201.0000,193.4274,249.1535,137.7014,7.5726,28.4322,0.2663,171.1107,0.0225,1.1442
"Friday, November 11, 1983",217.0000,161.9103,217.6363,106.1842,55.0897,28.4322,1.9376,181.6994,0.0331,0.9853
"Friday, November 18, 1983",213.0000,185.4676,241.1937,129.7415,27.5324,28.4322,0.9684,186.6280,0.0380,1.0396
"Friday, November 25, 1983",184.0000,176.7951,232.5212,121.0691,7.2049,28.4322,0.2534,188.0464,0.0393,0.9521
"Friday, December 2, 1983",233.0000,192.6002,248.3263,136.8742,40.3998,28.4322,1.4209,195.2450,0.0465,1.0507
"Friday, December 9, 1983",195.0000,183.2383,238.9644,127.5123,11.7617,28.4322,0.4137,197.5662,0.0488,0.9460
"Friday, December 16, 1983",148.0000,142.7725,198.4986,87.0464,5.2275,28.4322,0.1839,198.9279,0.0501,0.7259
"Friday, December 23, 1983",109.0000,124.2540,179.9801,68.5280,-15.2540,28.4322,-0.5365,194.5453,0.0457,0.6143
"Friday, December 30, 1983",189.0000,151.4415,207.1676,95.7155,37.5585,28.4322,1.3210,203.3484,0.0544,0.8021
"Friday, January 6, 1984",193.0000,185.8963,241.6224,130.1703,7.1037,28.4322,0.2498,204.8132,0.0558,0.9184
"Friday, January 13, 1984",171.0000,193.9496,249.6757,138.2236,-22.9496,28.4322,-0.8072,200.4701,0.0514,0.9319
"Friday, January 20, 1984",243.0000,213.5267,269.2528,157.8007,29.4733,28.4322,1.0366,205.5441,0.0564,1.0834
"Friday, January 27, 1984",218.0000,235.7548,291.4809,180.0288,-17.7548,28.4322,-0.6245,202.7908,0.0536,1.1354
"Friday, February 3, 1984",259.0000,238.1606,293.8867,182.4346,20.8394,28.4322,0.7329,206.0652,0.0569,1.1872
"Friday, February 10, 1984",231.0000,224.1192,279.8453,168.3932,6.8808,28.4322,0.2420,207.2704,0.0580,1.0916
"Friday, February 17, 1984",195.0000,242.0681,297.7942,186.3421,-47.0681,28.4322,-1.6555,200.0130,0.0507,1.1372
"Friday, February 24, 1984",209.0000,240.4599,296.1859,184.7338,-31.4599,28.4322,-1.1065,195.3139,0.0459,1.1811
"Friday, March 2, 1984",228.0000,226.4684,282.1944,170.7423,1.5316,28.4322,0.0539,195.5996,0.0462,1.1602
"Friday, March 9, 1984",232.0000,224.6726,280.3987,168.9465,7.3274,28.4322,0.2577,196.8037,0.0473,1.1532
"Friday, March 16, 1984",243.0000,233.8497,289.5758,178.1237,9.1503,28.4322,0.3218,198.2488,0.0487,1.1939
"Friday, March 23, 1984",171.0000,208.8983,264.6243,153.1722,-37.8983,28.4322,-1.3329,191.7693,0.0422,1.0279
"Friday, March 30, 1984",187.0000,169.8031,225.5291,114.0770,17.1969,28.4322,0.6048,195.3366,0.0457,0.8966
"Friday, April 6, 1984",234.0000,223.1262,278.8523,167.4002,10.8738,28.4322,0.3824,197.1102,0.0475,1.1491
"Friday, April 13, 1984",161.0000,212.0849,267.8110,156.3588,-51.0849,28.4322,-1.7967,188.5401,0.0388,1.0407
"Friday, April 20, 1984",156.0000,219.6218,275.3479,163.8957,-63.6218,28.4322,-2.2377,178.6657,0.0289,1.1186
"Friday, April 27, 1984",172.0000,199.3474,255.0734,143.6213,-27.3474,28.4322,-0.9618,174.2462,0.0245,1.0953
"Friday, May 4, 1984",233.0000,207.8574,263.5834,152.1313,25.1426,28.4322,0.8843,178.0959,0.0283,1.2110
"Friday, May 11, 1984",179.0000,194.5107,250.2367,138.7846,-15.5107,28.4322,-0.5455,175.5467,0.0257,1.0806
"Friday, May 18, 1984",216.0000,196.9381,252.6642,141.2121,19.0619,28.4322,0.6704,178.6562,0.0288,1.1355
"Friday, May 25, 1984",207.0000,208.0799,263.8059,152.3538,-1.0799,28.4322,-0.0380,178.5168,0.0286,1.1637
"Friday, June 1, 1984",180.0000,204.5912,260.3173,148.8651,-24.5912,28.4322,-0.8649,174.6511,0.0247,1.1277
"Friday, June 8, 1984",190.0000,201.5626,257.2886,145.8365,-11.5626,28.4322,-0.4067,172.8575,0.0229,1.1453
"Friday, June 15, 1984",172.0000,168.3884,224.1144,112.6623,3.6116,28.4322,0.1270,173.5533,0.0236,0.9767
"Friday, June 22, 1984",177.0000,165.8708,221.5969,110.1447,11.1292,28.4322,0.3914,175.6903,0.0257,0.9638
"Friday, June 29, 1984",219.0000,179.7994,235.5255,124.0733,39.2006,28.4322,1.3787,182.6680,0.0327,1.0510
"Friday, July 6, 1984",204.0000,190.9593,246.6854,135.2332,13.0407,28.4322,0.4587,184.9647,0.0349,1.0543
"Friday, July 13, 1984",175.0000,158.3820,214.1081,102.6559,16.6180,28.4322,0.5845,188.5220,0.0385,0.8675
"Friday, July 20, 1984",168.0000,175.8147,231.5407,120.0886,-7.8147,28.4322,-0.2749,187.0396,0.0369,0.9270
"Friday, July 27, 1984",154.0000,142.7793,198.5053,87.0532,11.2207,28.4322,0.3946,189.7444,0.0396,0.7709
"Friday, August 3, 1984",148.0000,161.1221,216.8481,105.3960,-13.1221,28.4322,-0.4615,186.9792,0.0368,0.8399
"Friday, August 10, 1984",149.0000,151.7425,207.4685,96.0164,-2.7425,28.4322,-0.0965,186.4027,0.0362,0.8095
"Friday, August 17, 1984",187.0000,139.9164,195.6425,84.1903,47.0836,28.4322,1.6560,197.8237,0.0476,0.7812
"Friday, August 24, 1984",163.0000,172.6409,228.3670,116.9149,-9.6409,28.4322,-0.3391,195.8661,0.0456,0.8661
"Friday, August 31, 1984",133.0000,180.6164,236.3424,124.8903,-47.6164,28.4322,-1.6747,186.5393,0.0362,0.8890
"Friday, September 7, 1984",178.0000,160.2339,215.9599,104.5078,17.7661,28.4322,0.6249,190.3294,0.0399,0.8709
"Friday, September 14, 1984",202.0000,168.8122,224.5383,113.0862,33.1878,28.4322,1.1673,197.1608,0.0467,0.9085
"Friday, September 21, 1984",237.0000,203.7989,259.5250,148.0729,33.2011,28.4322,1.1677,203.0375,0.0526,1.0545
"Friday, September 28, 1984",182.0000,169.6164,225.3425,113.8904,12.3836,28.4322,0.4355,205.7807,0.0553,0.8430
"Friday, October 5, 1984",183.0000,202.1071,257.8331,146.3810,-19.1071,28.4322,-0.6720,202.3047,0.0517,0.9697
"Friday, October 12, 1984",243.0000,204.5772,260.3033,148.8511,38.4228,28.4322,1.3514,209.2531,0.0586,1.0347
"Friday, October 19, 1984",195.0000,222.2034,277.9295,166.4774,-27.2034,28.4322,-0.9568,204.6617,0.0540,1.0444
"Friday, October 26, 1984",192.0000,215.0462,270.7723,159.3201,-23.0462,28.4322,-0.8106,200.7345,0.0500,1.0356
"Friday, November 2, 1984",186.0000,229.7318,285.4578,174.0057,-43.7318,28.4322,-1.5381,193.8487,0.0431,1.1150
"Friday, November 9, 1984",166.0000,191.0365,246.7626,135.3105,-25.0365,28.4322,-0.8806,189.2806,0.0384,0.9682
"Friday, November 16, 1984",250.0000,196.8181,252.5442,141.0921,53.1819,28.4322,1.8705,198.6020,0.0477,1.0742
"Friday, November 23, 1984",216.0000,189.1284,244.8545,133.4024,26.8716,28.4322,0.9451,203.7714,0.0529,0.9691
"Friday, November 30, 1984",193.0000,214.1648,269.8909,158.4388,-21.1648,28.4322,-0.7444,200.1690,0.0492,1.0371
"Friday, December 7, 1984",225.0000,189.4008,245.1269,133.6748,35.5992,28.4322,1.2521,207.0471,0.0560,0.9682
"Friday, December 14, 1984",156.0000,150.3306,206.0567,94.6045,5.6694,28.4322,0.1994,208.5205,0.0574,0.7294
"Friday, December 21, 1984",128.0000,128.1361,183.8622,72.4101,-0.1361,28.4322,-0.004787,208.5377,0.0574,0.6142
"Friday, December 28, 1984",134.0000,167.3175,223.0435,111.5914,-33.3175,28.4322,-1.1718,201.0577,0.0499,0.7807
"Friday, January 4, 1985",222.0000,157.0064,212.7325,101.2804,64.9936,28.4322,2.2859,216.2143,0.0650,0.8195
"Friday, January 11, 1985",208.0000,198.6336,254.3597,142.9075,9.3664,28.4322,0.3294,218.1299,0.0668,0.9240
"Friday, January 18, 1985",215.0000,203.3401,259.0661,147.6140,11.6599,28.4322,0.4101,220.4672,0.0691,0.9387
"Friday, January 25, 1985",178.0000,238.9248,294.6508,183.1987,-60.9248,28.4322,-2.1428,210.3315,0.0589,1.0460
"Friday, February 1, 1985",212.0000,238.8676,294.5937,183.1416,-26.8676,28.4322,-0.9450,206.0961,0.0546,1.1185
"Friday, February 8, 1985",241.0000,244.7358,300.4619,189.0098,-3.7358,28.4322,-0.1314,205.5797,0.0540,1.1848
"Friday, February 15, 1985",169.0000,224.4701,280.1962,168.7440,-55.4701,28.4322,-1.9510,196.4126,0.0448,1.0551
"Friday, February 22, 1985",225.0000,223.4032,279.1293,167.6772,1.5968,28.4322,0.0562,196.7122,0.0451,1.1382
"Friday, March 1, 1985",258.0000,232.3917,288.1177,176.6656,25.6083,28.4322,0.9007,200.6917,0.0490,1.1976
"Friday, March 8, 1985",170.0000,232.9090,288.6351,177.1830,-62.9090,28.4322,-2.2126,190.9016,0.0392,1.1177
"Friday, March 15, 1985",226.0000,220.1879,275.9139,164.4618,5.8121,28.4322,0.2044,191.8554,0.0401,1.1571
"Friday, March 22, 1985",202.0000,229.1069,284.8330,173.3809,-27.1069,28.4322,-0.9534,187.7754,0.0359,1.1753
"Friday, March 29, 1985",162.0000,193.0568,248.7829,137.3307,-31.0568,28.4322,-1.0923,182.3288,0.0305,1.0059
"Friday, April 5, 1985",186.0000,163.5094,219.2354,107.7833,22.4906,28.4322,0.7910,186.9110,0.0350,0.9122
"Friday, April 12, 1985",255.0000,214.8243,270.5503,159.0982,40.1757,28.4322,1.4130,193.2904,0.0414,1.1760
"Friday, April 19, 1985",193.0000,201.2023,256.9284,145.4762,-8.2023,28.4322,-0.2885,191.9015,0.0399,1.0352
"Friday, April 26, 1985",216.0000,214.7084,270.4344,158.9823,1.2916,28.4322,0.0454,192.1510,0.0401,1.1195
"Friday, May 3, 1985",169.0000,210.5071,266.2332,154.7811,-41.5071,28.4322,-1.4599,185.3145,0.0333,1.0664
"Friday, May 10, 1985",229.0000,224.4495,280.1756,168.7235,4.5505,28.4322,0.1600,186.0296,0.0339,1.2141
"Friday, May 17, 1985",243.0000,201.0566,256.7827,145.3305,41.9434,28.4322,1.4752,193.1072,0.0410,1.1086
"Friday, May 24, 1985",160.0000,219.3149,275.0409,163.5888,-59.3149,28.4322,-2.0862,183.6689,0.0315,1.0938
"Friday, May 31, 1985",211.0000,213.7767,269.5028,158.0507,-2.7767,28.4322,-0.0977,183.2674,0.0311,1.1618
"Friday, June 7, 1985",233.0000,206.7036,262.4296,150.9775,26.2964,28.4322,0.9249,187.5300,0.0353,1.1458
"Friday, June 14, 1985",232.0000,214.8153,270.5413,159.0892,17.1847,28.4322,0.6044,190.2881,0.0380,1.1569
"Friday, June 21, 1985",204.0000,185.8924,241.6185,130.1664,18.1076,28.4322,0.6369,193.6904,0.0414,0.9888
"Friday, June 28, 1985",180.0000,186.7162,242.4423,130.9902,-6.7162,28.4322,-0.2362,192.4673,0.0401,0.9593
"Friday, July 5, 1985",230.0000,202.3178,258.0439,146.5917,27.6822,28.4322,0.9736,197.2871,0.0449,1.0691
"Friday, July 12, 1985",219.0000,208.0494,263.7754,152.3233,10.9506,28.4322,0.3851,199.2168,0.0468,1.0614
"Friday, July 19, 1985",208.0000,172.8628,228.5888,117.1367,35.1372,28.4322,1.2358,206.6136,0.0541,0.8895
"Friday, July 26, 1985",149.0000,191.5825,247.3085,135.8564,-42.5825,28.4322,-1.4977,198.3321,0.0458,0.8993
"Friday, August 2, 1985",151.0000,152.9201,208.6462,97.1941,-1.9201,28.4322,-0.0675,197.9259,0.0454,0.7696
"Friday, August 9, 1985",139.0000,166.2780,222.0041,110.5520,-27.2780,28.4322,-0.9594,192.0778,0.0395,0.8216
"Friday, August 16, 1985",144.0000,155.5164,211.2425,99.7903,-11.5164,28.4322,-0.4050,189.5356,0.0369,0.8016
"Friday, August 23, 1985",131.0000,148.0968,203.8228,92.3707,-17.0968,28.4322,-0.6013,185.6012,0.0329,0.7693
"Friday, August 30, 1985",170.0000,160.7837,216.5098,105.0576,9.2163,28.4322,0.3242,187.5650,0.0348,0.8725
"Friday, September 6, 1985",180.0000,166.7672,222.4933,111.0412,13.2328,28.4322,0.4654,190.3011,0.0375,0.8979
"Friday, September 13, 1985",172.0000,165.7609,221.4869,110.0348,6.2391,28.4322,0.2194,191.6386,0.0388,0.8751
"Friday, September 20, 1985",185.0000,174.1403,229.8664,118.4142,10.8597,28.4322,0.3820,193.8466,0.0410,0.9157
"Friday, September 27, 1985",176.0000,204.4638,260.1898,148.7377,-28.4638,28.4322,-1.0011,188.9896,0.0361,1.0351
"Friday, October 4, 1985",252.0000,159.3397,215.0658,103.6137,92.6603,28.4322,3.2590,208.9729,0.0561,0.9002
"Friday, October 11, 1985",184.0000,202.6919,258.4179,146.9658,-18.6919,28.4322,-0.6574,205.5310,0.0526,0.9579
"Friday, October 18, 1985",275.0000,212.7162,268.4423,156.9902,62.2838,28.4322,2.1906,216.5068,0.0635,1.0719
"Friday, October 25, 1985",325.0000,226.1903,281.9164,170.4643,98.8097,28.4322,3.4753,233.7381,0.0807,1.0990
"Friday, November 1, 1985",243.0000,242.1500,297.8761,186.4240,0.8500,28.4322,0.0299,233.9677,0.0808,1.0361
"Friday, November 8, 1985",326.0000,260.9704,316.6965,205.2444,65.0296,28.4322,2.2872,244.6316,0.0914,1.1494
"Friday, November 15, 1985",266.0000,236.9376,292.6636,181.2115,29.0624,28.4322,1.0222,250.1701,0.0968,0.9832
"Friday, November 22, 1985",235.0000,268.8376,324.5636,213.1115,-33.8376,28.4322,-1.1901,244.5508,0.0911,1.0563
"Friday, November 29, 1985",274.0000,237.0838,292.8099,181.3577,36.9162,28.4322,1.2984,251.5544,0.0980,0.9881
"Friday, December 6, 1985",204.0000,260.9821,316.7082,205.2560,-56.9821,28.4322,-2.0041,241.6819,0.0881,1.0066
"Friday, December 13, 1985",243.0000,234.0776,289.8037,178.3516,8.9224,28.4322,0.3138,243.4422,0.0897,0.9729
"Friday, December 20, 1985",135.0000,177.6286,233.3547,121.9026,-42.6286,28.4322,-1.4993,232.9264,0.0791,0.7057
"Friday, December 27, 1985",153.0000,143.1231,198.8492,87.3971,9.8769,28.4322,0.3474,235.9234,0.0820,0.6197
"Friday, January 3, 1986",256.0000,193.4161,249.1422,137.6900,62.5839,28.4322,2.2012,249.8628,0.0959,0.8519
"Friday, January 10, 1986",267.0000,230.9518,286.6778,175.2257,36.0482,28.4322,1.2679,257.0385,0.1030,0.9421
"Friday, January 17, 1986",258.0000,241.3900,297.1160,185.6639,16.6100,28.4322,0.5842,260.3523,0.1062,0.9470
"Friday, January 24, 1986",341.0000,272.4296,328.1556,216.7035,68.5704,28.4322,2.4117,272.3548,0.1181,1.0785
"Friday, January 31, 1986",264.0000,304.7645,360.4906,249.0385,-40.7645,28.4322,-1.4337,265.8594,0.1115,1.0987
"Friday, February 7, 1986",310.0000,315.1281,370.8541,259.4020,-5.1281,28.4322,-0.1804,265.1854,0.1107,1.1823
"Friday, February 14, 1986",299.0000,279.9188,335.6448,224.1927,19.0812,28.4322,0.6711,268.5778,0.1140,1.0643
"Friday, February 21, 1986",236.0000,305.8270,361.5530,250.1009,-69.8270,28.4322,-2.4559,257.5593,0.1028,1.1032
